Year,Week,Resort,Visitors,Avg_Max_Temp,Avg_Min_Temp,Avg_Temp,Temp_Range,Total_Rainfall,Max_Daily_Rain,Snow_Days,Powder_Days,Week_Start_Date,Week_End_Date,Cluster
2015,1,Mt. Hotham,4997.0,6.171428571428571,-0.457142857142857,2.8571428571428568,6.628571428571428,21.8,19.6,2,0,2015-06-08,2015-06-14,2.0
2015,1,Falls Creek,4799.0,6.7,-0.15714285714285717,3.2714285714285714,6.857142857142858,0.2,0.2,1,0,2015-06-08,2015-06-14,2.0
2015,1,Mt. Buller,15612.0,6.285714285714286,0.028571428571428532,3.157142857142857,6.257142857142857,17.8,17.2,1,1,2015-06-08,2015-06-14,2.0
2015,1,Thredbo,12039.0,7.014285714285713,-1.842857142857143,2.5857142857142854,8.857142857142856,6.0,4.2,0,0,2015-06-08,2015-06-14,2.0
2015,1,Perisher,15906.0,9.385714285714286,-2.9428571428571426,3.2214285714285715,12.32857142857143,1.6,1.2,0,0,2015-06-08,2015-06-14,2.0
2015,1,Charlotte Pass,892.0,8.714285714285714,2.0714285714285716,5.392857142857142,6.642857142857142,1.8,1.6,0,0,2015-06-08,2015-06-14,2.0
2015,2,Mt. Baw Baw,2058.0,2.9428571428571426,-0.5857142857142856,1.1785714285714284,3.5285714285714285,25.400000000000002,15.8,3,0,2015-06-15,2015-06-21,1.0
2015,2,Mt. Stirling,63.0,3.2142857142857144,-1.257142857142857,0.9785714285714288,4.4714285714285715,8.0,7.6,0,0,2015-06-15,2015-06-21,1.0
2015,2,Mt. Hotham,1797.0,8.9,3.0,5.95,5.9,14.400000000000002,8.4,0,0,2015-06-15,2015-06-21,2.0
2015,2,Falls Creek,3293.0,2.9285714285714284,-1.2428571428571427,0.8428571428571429,4.171428571428571,28.2,15.8,2,1,2015-06-15,2015-06-21,1.0
2015,2,Mt. Buller,6592.0,3.2142857142857144,-1.257142857142857,0.9785714285714288,4.4714285714285715,8.0,7.6,0,0,2015-06-15,2015-06-21,1.0
2015,2,Thredbo,5540.0,2.1714285714285713,-3.114285714285714,-0.4714285714285713,5.285714285714285,53.0,26.2,3,1,2015-06-15,2015-06-21,3.0
2015,2,Perisher,7363.0,4.057142857142857,-2.4857142857142853,0.7857142857142858,6.542857142857143,87.2,53.2,1,0,2015-06-15,2015-06-21,3.0
2015,2,Charlotte Pass,405.0,5.985714285714286,1.171428571428572,3.5785714285714287,4.814285714285714,24.8,12.0,0,0,2015-06-15,2015-06-21,2.0
2015,3,Mt. Baw Baw,1745.0,5.557142857142857,-0.22857142857142856,2.664285714285714,5.785714285714286,0.8,0.6,0,0,2015-06-22,2015-06-28,2.0
2015,3,Mt. Stirling,51.0,5.357142857142857,-1.3142857142857143,2.0214285714285714,6.671428571428571,0.6,0.6,0,0,2015-06-22,2015-06-28,2.0
2015,3,Mt. Hotham,3605.0,8.9,3.0,5.95,5.9,16.2,12.4,0,0,2015-06-22,2015-06-28,2.0
2015,3,Falls Creek,5965.0,5.671428571428572,-1.1857142857142855,2.242857142857143,6.857142857142858,7.2,6.4,0,0,2015-06-22,2015-06-28,2.0
2015,3,Mt. Buller,6648.0,5.357142857142857,-1.3142857142857143,2.0214285714285714,6.671428571428571,0.6,0.6,0,0,2015-06-22,2015-06-28,2.0
2015,3,Thredbo,7069.0,6.1,-0.7714285714285715,2.664285714285714,6.871428571428571,1.4,0.8,0,0,2015-06-22,2015-06-28,2.0
2015,3,Perisher,9360.0,8.071428571428571,-2.7714285714285714,2.65,10.842857142857142,0.0,0.0,0,0,2015-06-22,2015-06-28,2.0
2015,3,Charlotte Pass,501.0,7.514285714285713,1.757142857142857,4.635714285714285,5.757142857142856,3.4000000000000004,2.2,0,0,2015-06-22,2015-06-28,2.0
2015,4,Mt. Baw Baw,2751.0,2.4142857142857146,-1.9714285714285715,0.22142857142857153,4.385714285714286,21.2,13.0,3,0,2015-06-29,2015-07-05,1.0
2015,4,Mt. Stirling,27.0,1.2142857142857142,-3.1714285714285713,-0.9785714285714285,4.385714285714285,11.8,7.8,4,1,2015-06-29,2015-07-05,1.0
2015,4,Mt. Hotham,13197.0,8.9,3.0,5.95,5.9,3.8000000000000003,3.4,0,0,2015-06-29,2015-07-05,2.0
2015,4,Falls Creek,11758.0,2.6571428571428575,-3.257142857142857,-0.2999999999999998,5.914285714285715,3.2,2.2,2,0,2015-06-29,2015-07-05,1.0
2015,4,Mt. Buller,18766.0,1.2142857142857142,-3.1714285714285713,-0.9785714285714285,4.385714285714285,11.8,7.8,4,1,2015-06-29,2015-07-05,1.0
2015,4,Thredbo,17634.0,3.3285714285714287,-4.971428571428571,-0.821428571428571,8.299999999999999,0.0,0.0,0,0,2015-06-29,2015-07-05,2.0
2015,4,Perisher,23296.0,5.4142857142857155,-6.528571428571429,-0.5571428571428569,11.942857142857145,6.800000000000001,6.4,1,0,2015-06-29,2015-07-05,2.0
2015,4,Charlotte Pass,1303.0,4.085714285714285,-2.5714285714285716,0.7571428571428569,6.657142857142857,7.2,5.2,2,0,2015-06-29,2015-07-05,2.0
2015,5,Mt. Baw Baw,6748.0,1.7000000000000004,-1.1142857142857143,0.29285714285714304,2.814285714285715,16.8,10.0,4,0,2015-07-06,2015-07-12,1.0
2015,5,Mt. Stirling,69.0,0.6857142857142857,-2.7857142857142856,-1.0499999999999998,3.4714285714285715,36.400000000000006,12.2,4,0,2015-07-06,2015-07-12,1.0
2015,5,Mt. Hotham,22318.0,2.2142857142857144,0.19999999999999993,1.207142857142857,2.0142857142857147,1.6,1.6,0,0,2015-07-06,2015-07-12,1.0
2015,5,Falls Creek,20779.0,0.6714285714285714,-2.8428571428571425,-1.0857142857142856,3.514285714285714,36.8,19.8,3,0,2015-07-06,2015-07-12,1.0
2015,5,Mt. Buller,38879.0,0.6857142857142857,-2.7857142857142856,-1.0499999999999998,3.4714285714285715,36.400000000000006,12.2,4,0,2015-07-06,2015-07-12,1.0
2015,5,Thredbo,35918.0,0.6857142857142858,-4.7,-2.007142857142857,5.385714285714286,2.1999999999999997,1.4,3,0,2015-07-06,2015-07-12,1.0
2015,5,Perisher,47607.0,3.3285714285714287,-4.957142857142857,-0.8142857142857143,8.285714285714286,41.0,22.2,2,0,2015-07-06,2015-07-12,2.0
2015,5,Charlotte Pass,2645.0,3.4571428571428564,-1.4285714285714286,1.0142857142857138,4.885714285714285,43.2,32.4,1,1,2015-07-06,2015-07-12,3.0
2015,6,Mt. Baw Baw,8269.0,-0.0857142857142857,-3.6,-1.842857142857143,3.5142857142857142,165.20000000000002,81.4,7,3,2015-07-13,2015-07-19,0.0
2015,6,Mt. Stirling,240.0,-1.1714285714285713,-5.299999999999999,-3.235714285714285,4.128571428571428,34.0,9.8,7,3,2015-07-13,2015-07-19,0.0
2015,6,Mt. Hotham,27894.0,-2.6571428571428575,-5.885714285714286,-4.271428571428572,3.2285714285714286,0.0,0.0,0,0,2015-07-13,2015-07-19,1.0
2015,6,Falls Creek,24064.0,-1.2714285714285711,-5.542857142857143,-3.407142857142857,4.271428571428571,35.2,29.4,4,0,2015-07-13,2015-07-19,1.0
2015,6,Mt. Buller,45629.0,-1.1714285714285713,-5.299999999999999,-3.235714285714285,4.128571428571428,34.0,9.8,7,3,2015-07-13,2015-07-19,0.0
