Year,Week,Resort,Visitors,Avg_Max_Temp,Avg_Min_Temp,Total_Rainfall,Snow_Days,Avg_Temp
2014,3,Thredbo,3216,-0.12857142857142856,-3.7428571428571433,4.2,2,-1.935714285714286
2014,3,Perisher,4255,2.1571428571428575,-2.3857142857142857,182.79999999999998,5,-0.1142857142857141
2014,3,Charlotte Pass,230,2.9142857142857146,-0.2428571428571429,98.80000000000001,2,1.3357142857142859
2014,4,Mt. Baw Baw,2976,2.1999999999999997,-1.2428571428571427,73.00000000000001,4,0.47857142857142854
2014,4,Mt. Stirling,165,0.7857142857142857,-2.157142857142857,65.4,4,-0.6857142857142857
2014,4,Mt. Hotham,9680,-1.2142857142857142,-3.8000000000000003,0.6,1,-2.507142857142857
2014,4,Falls Creek,9544,1.2,-3.0857142857142854,27.0,3,-0.9428571428571427
2014,4,Mt. Buller,18831,0.7857142857142857,-2.157142857142857,65.4,4,-0.6857142857142857
2014,4,Thredbo,15497,-1.5142857142857142,-4.6000000000000005,0.4,2,-3.0571428571428574
2014,4,Perisher,20265,2.6000000000000005,-2.7857142857142856,76.4,3,-0.09285714285714253
2014,4,Charlotte Pass,1134,3.0142857142857147,-1.0857142857142856,41.4,3,0.9642857142857145
2014,5,Mt. Baw Baw,11112,0.8571428571428573,-1.7714285714285716,77.4,4,-0.45714285714285713
2014,5,Mt. Stirling,645,-0.22857142857142865,-2.7857142857142856,100.4,5,-1.5071428571428571
2014,5,Mt. Hotham,29628,-1.4857142857142858,-3.3714285714285714,3.2,2,-2.428571428571429
2014,5,Falls Creek,26211,-0.4714285714285714,-3.0285714285714285,20.799999999999997,5,-1.75
2014,5,Mt. Buller,49217,-0.22857142857142865,-2.7857142857142856,100.4,5,-1.5071428571428571
2014,5,Thredbo,46546,-1.3714285714285717,-4.528571428571429,3.0,2,-2.9500000000000006
2014,5,Perisher,61339,1.0428571428571427,-2.8857142857142857,49.99999999999999,5,-0.9214285714285715
2014,5,Charlotte Pass,3403,0.7714285714285715,-1.4142857142857141,69.4,5,-0.32142857142857134
2014,6,Mt. Baw Baw,13381,0.38571428571428573,-2.5285714285714285,85.4,5,-1.0714285714285714
2014,6,Mt. Stirling,1316,-1.0142857142857145,-3.5714285714285716,38.6,7,-2.292857142857143
2014,6,Mt. Hotham,36665,-2.1857142857142855,-4.442857142857143,0.6,1,-3.314285714285714
2014,6,Falls Creek,33392,-0.6,-4.3,63.0,4,-2.4499999999999997
2014,6,Mt. Buller,59693,-1.0142857142857145,-3.5714285714285716,38.6,7,-2.292857142857143
2014,6,Thredbo,58668,-2.0714285714285716,-5.471428571428572,3.5999999999999996,3,-3.7714285714285722
2014,6,Perisher,76855,1.4142857142857146,-4.542857142857143,55.800000000000004,3,-1.564285714285714
2014,6,Charlotte Pass,4305,2.5714285714285716,-2.257142857142857,40.8,3,0.15714285714285725
2014,7,Mt. Baw Baw,8832,3.8999999999999995,-0.442857142857143,1.6,0,1.7285714285714282
2014,7,Mt. Stirling,684,2.2714285714285714,-2.157142857142857,22.2,3,0.05714285714285716
2014,7,Mt. Hotham,26465,0.0,-3.8714285714285714,39.6,6,-1.9357142857142857
2014,7,Falls Creek,28149,3.5714285714285707,-1.3142857142857143,6.4,2,1.1285714285714281
2014,7,Mt. Buller,45788,2.2714285714285714,-2.157142857142857,22.2,3,0.05714285714285716
2014,7,Thredbo,44109,0.6142857142857142,-5.185714285714286,1.4,1,-2.285714285714286
2014,7,Perisher,57593,5.0,-5.014285714285714,3.6,0,-0.0071428571428571175
2014,7,Charlotte Pass,3236,5.885714285714285,0.5285714285714286,1.5999999999999999,0,3.207142857142857
2014,8,Mt. Baw Baw,9347,2.1714285714285713,-0.9285714285714286,57.800000000000004,2,0.6214285714285713
2014,8,Mt. Stirling,1250,0.7714285714285715,-1.942857142857143,99.00000000000001,3,-0.5857142857142859
2014,8,Mt. Hotham,21679,-0.6142857142857142,-3.085714285714286,94.80000000000001,3,-1.85
2014,8,Falls Creek,24565,0.41428571428571426,-2.4285714285714284,36.4,3,-1.0071428571428571
2014,8,Mt. Buller,41720,0.7714285714285715,-1.942857142857143,99.00000000000001,3,-0.5857142857142859
2014,8,Thredbo,39654,-0.27142857142857146,-3.5142857142857147,30.0,2,-1.892857142857143
2014,8,Perisher,52426,2.3428571428571425,-2.0,59.599999999999994,2,0.17142857142857126
2014,8,Charlotte Pass,2901,3.5285714285714285,-0.17142857142857146,18.2,1,1.6785714285714286
2014,9,Mt. Baw Baw,10071,2.314285714285714,-2.9285714285714284,12.2,2,-0.30714285714285716
2014,9,Mt. Stirling,1280,1.0999999999999999,-4.328571428571428,9.6,2,-1.6142857142857143
2014,9,Mt. Hotham,31019,0.5285714285714286,-4.614285714285714,3.2,2,-2.0428571428571427
2014,9,Falls Creek,28981,2.414285714285714,-3.4142857142857146,0.4,1,-0.5000000000000002
2014,9,Mt. Buller,48984,1.0999999999999999,-4.328571428571428,9.6,2,-1.6142857142857143
2014,9,Thredbo,46875,2.242857142857143,-4.966666666666667,0.0,0,-1.361904761904762
2014,9,Perisher,62654,5.3999999999999995,-7.200000000000001,0.0,0,-0.9000000000000008
2014,9,Charlotte Pass,3391,4.542857142857143,-1.542857142857143,0.2,0,1.5
2014,10,Mt. Baw Baw,11071,3.157142857142857,-2.357142857142857,27.6,3,0.3999999999999999
2014,10,Mt. Stirling,1653,3.2714285714285714,-3.9285714285714293,10.399999999999999,2,-0.32857142857142896
2014,10,Mt. Hotham,30360,1.4714285714285715,-5.414285714285714,4.8,2,-1.971428571428571
2014,10,Falls Creek,33125,3.2428571428571433,-4.499999999999999,2.0,1,-0.6285714285714279
2014,10,Mt. Buller,47315,3.2714285714285714,-3.9285714285714293,10.399999999999999,2,-0.32857142857142896
2014,10,Thredbo,48777,1.2714285714285716,-6.942857142857142,0.6000000000000001,1,-2.8357142857142854
2014,10,Perisher,64928,3.857142857142857,-7.771428571428572,6.0,2,-1.9571428571428575
2014,10,Charlotte Pass,3549,5.857142857142857,-2.3857142857142857,0.0,0,1.7357142857142855
2014,11,Mt. Baw Baw,10079,4.814285714285714,-0.4428571428571428,19.200000000000003,0,2.1857142857142855
2014,11,Mt. Stirling,902,4.3,-0.8428571428571429,0.4,0,1.7285714285714284
2014,11,Mt. Hotham,35923,2.457142857142857,-1.6714285714285713,21.999999999999996,2,0.3928571428571428
2014,11,Falls Creek,36486,4.128571428571428,-0.9285714285714286,24.4,1,1.5999999999999996
2014,11,Mt. Buller,43314,4.3,-0.8428571428571429,0.4,0,1.7285714285714284
2014,11,Thredbo,49003,2.1,-4.485714285714286,19.4,2,-1.1928571428571428
2014,11,Perisher,64834,5.142857142857143,-3.7142857142857144,75.8,1,0.7142857142857144
2014,11,Charlotte Pass,3608,7.8999999999999995,0.7428571428571429,8.0,0,4.321428571428571
2014,12,Mt. Baw Baw,7635,7.442857142857143,1.7142857142857142,9.6,0,4.578571428571428
2014,12,Mt. Stirling,847,6.357142857142857,1.2142857142857142,0.6000000000000001,0,3.7857142857142856
2014,12,Mt. Hotham,32657,5.085714285714286,-0.4,9.399999999999999,1,2.342857142857143
2014,12,Falls Creek,34468,6.4142857142857155,0.11428571428571425,9.0,0,3.2642857142857147
2014,12,Mt. Buller,41063,6.357142857142857,1.2142857142857142,0.6000000000000001,0,3.7857142857142856
2014,12,Thredbo,44164,3.3571428571428568,-2.9714285714285715,15.0,2,0.19285714285714262
2014,12,Perisher,59121,6.071428571428571,-2.9285714285714284,32.4,0,1.5714285714285714
2014,12,Charlotte Pass,3258,8.757142857142858,1.0285714285714285,1.2,0,4.892857142857143
2014,13,Mt. Baw Baw,4681,5.771428571428572,-0.08571428571428573,40.6,1,2.8428571428571434
2014,13,Mt. Stirling,522,4.385714285714285,-1.5571428571428572,29.8,1,1.4142857142857141
2014,13,Mt. Hotham,28855,0.7428571428571428,-3.1,6.0,3,-1.1785714285714286
2014,13,Falls Creek,30104,3.2285714285714286,-1.885714285714286,25.4,2,0.6714285714285714
2014,13,Mt. Buller,41063,4.385714285714285,-1.5571428571428572,29.8,1,1.4142857142857141
2014,13,Thredbo,38470,0.8428571428571429,-4.814285714285715,9.2,4,-1.985714285714286
2014,13,Perisher,50737,4.457142857142857,-4.114285714285714,35.199999999999996,2,0.1714285714285717
2014,13,Charlotte Pass,2837,8.142857142857142,-0.07142857142857137,6.4,0,4.035714285714286
2014,14,Mt. Baw Baw,1904,6.271428571428571,1.0714285714285716,34.4,1,3.6714285714285717
2014,14,Mt. Stirling,267,5.5857142857142845,0.24285714285714294,33.6,0,2.9142857142857137
2014,14,Mt. Hotham,18708,4.628571428571429,-1.242857142857143,90.40000000000002,2,1.692857142857143
2014,14,Falls Creek,23864,5.814285714285715,-0.2571428571428572,44.8,0,2.778571428571429
2014,14,Mt. Buller,26222,5.5857142857142845,0.24285714285714294,33.6,0,2.9142857142857137
2014,14,Thredbo,25734,4.214285714285714,-2.314285714285714,49.0,2,0.9500000000000002
2014,14,Perisher,33833,7.071428571428571,-1.2857142857142858,49.0,0,2.892857142857143
2014,14,Charlotte Pass,1898,9.128571428571428,2.1,25.2,0,5.614285714285714
2014,15,Mt. Baw Baw,0,4.357142857142858,-0.1857142857142858,51.6,3,2.085714285714286
2014,15,Mt. Stirling,66,4.414285714285714,-1.3857142857142857,20.8,2,1.514285714285714
2014,15,Mt. Hotham,11117,3.400000000000001,-2.3714285714285714,13.199999999999998,2,0.5142857142857147
2014,15,Falls Creek,15869,5.628571428571428,-1.5999999999999999,3.0,2,2.0142857142857142
2014,15,Mt. Buller,11881,4.414285714285714,-1.3857142857142857,20.8,2,1.514285714285714
2014,15,Thredbo,13890,2.371428571428571,-2.3,7.8,2,0.03571428571428559
2014,15,Perisher,18381,6.028571428571429,-2.0428571428571427,19.2,1,1.9928571428571433
2014,15,Charlotte Pass,995,8.342857142857142,1.1714285714285715,9.600000000000001,0,4.757142857142856
2015,1,Mt. Baw Baw,3185,5.942857142857143,-0.11428571428571425,20.400000000000002,1,2.9142857142857146
2015,1,Mt. Stirling,39,6.285714285714286,0.028571428571428532,17.8,1,3.157142857142857
2015,1,Mt. Hotham,4997,4.125,-1.8399999999999999,21.8,2,1.1425
2015,1,Falls Creek,4799,6.7,-0.15714285714285717,0.2,1,3.2714285714285714
2015,1,Mt. Buller,15612,6.285714285714286,0.028571428571428532,17.8,1,3.157142857142857
2015,1,Thredbo,12039,7.014285714285713,-1.842857142857143,6.0,0,2.5857142857142854
2015,1,Perisher,15906,9.385714285714286,-2.9428571428571426,1.6,0,3.2214285714285715
2015,1,Charlotte Pass,892,8.714285714285714,2.0714285714285716,1.8,0,5.392857142857142
2015,2,Mt. Baw Baw,2058,2.9428571428571426,-0.5857142857142856,25.400000000000002,3,1.1785714285714284
2015,2,Mt. Stirling,63,3.2142857142857144,-1.257142857142857,8.0,0,0.9785714285714288
2015,2,Falls Creek,3293,2.9285714285714284,-1.2428571428571427,28.2,2,0.8428571428571429
2015,2,Mt. Buller,6592,3.2142857142857144,-1.257142857142857,8.0,0,0.9785714285714288
2015,2,Thredbo,5540,2.1714285714285713,-3.114285714285714,53.0,3,-0.4714285714285713
2015,2,Perisher,7363,4.057142857142857,-2.4857142857142853,87.2,1,0.7857142857142858
2015,2,Charlotte Pass,405,5.985714285714286,1.171428571428572,24.8,0,3.5785714285714287
2015,3,Mt. Baw Baw,1745,5.557142857142857,-0.22857142857142856,0.8,0,2.664285714285714
2015,3,Mt. Stirling,51,5.357142857142857,-1.3142857142857143,0.6,0,2.0214285714285714
2015,3,Falls Creek,5965,5.671428571428572,-1.1857142857142855,7.2,0,2.242857142857143
2015,3,Mt. Buller,6648,5.357142857142857,-1.3142857142857143,0.6,0,2.0214285714285714
2015,3,Thredbo,7069,6.1,-0.7714285714285715,1.4,0,2.664285714285714
2015,3,Perisher,9360,8.071428571428571,-2.7714285714285714,0.0,0,2.65
2015,3,Charlotte Pass,501,7.514285714285713,1.757142857142857,3.4000000000000004,0,4.635714285714285
2015,4,Mt. Baw Baw,2751,2.4142857142857146,-1.9714285714285715,21.2,3,0.22142857142857153
2015,4,Mt. Stirling,27,1.2142857142857142,-3.1714285714285713,11.8,4,-0.9785714285714285
2015,4,Falls Creek,11758,2.6571428571428575,-3.257142857142857,3.2,2,-0.2999999999999998
2015,4,Mt. Buller,18766,1.2142857142857142,-3.1714285714285713,11.8,4,-0.9785714285714285
2015,4,Thredbo,17634,3.3285714285714287,-4.971428571428571,0.0,0,-0.821428571428571
2015,4,Perisher,23296,5.4142857142857155,-6.528571428571429,6.800000000000001,1,-0.5571428571428569
2015,4,Charlotte Pass,1303,4.085714285714285,-2.5714285714285716,7.2,2,0.7571428571428569
2015,5,Mt. Baw Baw,6748,1.7000000000000004,-1.1142857142857143,16.8,4,0.29285714285714304
2015,5,Mt. Stirling,69,0.6857142857142857,-2.7857142857142856,36.400000000000006,4,-1.0499999999999998
2015,5,Mt. Hotham,22318,-0.45999999999999996,-3.533333333333333,1.6,0,-1.9966666666666666
2015,5,Falls Creek,20779,0.6714285714285714,-2.8428571428571425,36.8,3,-1.0857142857142856
2015,5,Mt. Buller,38879,0.6857142857142857,-2.7857142857142856,36.400000000000006,4,-1.0499999999999998
2015,5,Thredbo,35918,0.6857142857142858,-4.7,1.5999999999999999,0,-2.007142857142857
2015,5,Perisher,47607,3.3285714285714287,-4.957142857142857,41.0,2,-0.8142857142857143
2015,5,Charlotte Pass,2645,3.4571428571428564,-1.4285714285714286,43.2,1,1.0142857142857138
2015,6,Mt. Baw Baw,8269,-0.0857142857142857,-3.6,165.20000000000002,7,-1.842857142857143
2015,6,Mt. Stirling,240,-1.1714285714285713,-5.299999999999999,34.0,7,-3.235714285714285
2015,6,Mt. Hotham,27894,-2.6571428571428575,-5.885714285714286,0.0,0,-4.271428571428572
2015,6,Falls Creek,24064,-1.2714285714285711,-5.542857142857143,35.2,4,-3.407142857142857
2015,6,Mt. Buller,45629,-1.1714285714285713,-5.299999999999999,34.0,7,-3.235714285714285
2015,6,Thredbo,43234,-2.3857142857142857,-7.1,8.6,3,-4.742857142857143
2015,6,Perisher,57282,0.42857142857142855,-5.5,48.00000000000001,6,-2.5357142857142856
2015,6,Charlotte Pass,3211,1.3285714285714287,-2.7,29.8,5,-0.6857142857142857
2015,7,Mt. Baw Baw,8219,1.3714285714285714,-1.5,21.6,2,-0.06428571428571428
2015,7,Mt. Stirling,714,0.3571428571428572,-2.3000000000000003,56.4,5,-0.9714285714285715
2015,7,Mt. Hotham,22620,-0.6571428571428571,-3.2,46.00000000000001,3,-1.9285714285714286
2015,7,Falls Creek,27566,0.4428571428571427,-2.1,37.599999999999994,3,-0.8285714285714287
2015,7,Mt. Buller,38873,0.3571428571428572,-2.3000000000000003,56.4,5,-0.9714285714285715
2015,7,Thredbo,40967,-0.1142857142857143,-4.328571428571429,3.6,1,-2.2214285714285715
2015,7,Perisher,54202,1.785714285714286,-3.228571428571428,83.4,3,-0.7214285714285711
2015,7,Charlotte Pass,2996,3.2142857142857144,0.42857142857142866,48.599999999999994,2,1.8214285714285716
2015,8,Mt. Baw Baw,8600,0.4857142857142857,-3.5714285714285716,47.8,5,-1.542857142857143
2015,8,Mt. Stirling,558,0.24285714285714283,-4.514285714285714,52.6,4,-2.1357142857142857
2015,8,Mt. Hotham,17562,-1.157142857142857,-4.542857142857144,0.0,0,-2.8500000000000005
2015,8,Falls Creek,25955,-0.35714285714285704,-4.028571428571429,17.8,5,-2.192857142857143
2015,8,Mt. Buller,36714,0.24285714285714283,-4.514285714285714,52.6,4,-2.1357142857142857
2015,8,Thredbo,36200,-0.3428571428571429,-4.7,22.0,3,-2.5214285714285714
2015,8,Perisher,48170,2.0,-3.6428571428571432,77.19999999999999,2,-0.8214285714285716
2015,8,Charlotte Pass,2661,3.1285714285714286,-1.3857142857142857,66.0,1,0.8714285714285714
2015,9,Mt. Baw Baw,8932,0.11428571428571432,-3.4,89.80000000000003,6,-1.6428571428571428
2015,9,Mt. Stirling,1218,-0.9999999999999999,-4.757142857142857,41.6,5,-2.8785714285714286
2015,9,Mt. Hotham,27850,-2.3714285714285714,-5.6428571428571415,0.6,1,-4.007142857142856
2015,9,Falls Creek,31872,-0.5285714285714287,-5.042857142857143,5.8,5,-2.7857142857142856
2015,9,Mt. Buller,38171,-0.9999999999999999,-4.757142857142857,41.6,5,-2.8785714285714286
2015,9,Thredbo,43268,-2.3571428571428568,-6.942857142857143,2.8000000000000003,3,-4.65
2015,9,Perisher,57548,0.7,-7.1000000000000005,53.4,4,-3.2
2015,9,Charlotte Pass,3148,0.9714285714285714,-3.1857142857142864,17.2,2,-1.1071428571428574
2015,10,Mt. Baw Baw,10429,1.8428571428571427,-1.9000000000000001,16.2,3,-0.028571428571428692
2015,10,Mt. Stirling,1371,0.3857142857142857,-2.457142857142857,20.0,4,-1.0357142857142856
2015,10,Mt. Hotham,31159,-1.1285714285714286,-3.314285714285714,20.599999999999998,4,-2.2214285714285715
2015,10,Falls Creek,35417,0.9142857142857144,-3.185714285714286,4.800000000000001,3,-1.1357142857142857
2015,10,Mt. Buller,41782,0.3857142857142857,-2.457142857142857,20.0,4,-1.0357142857142856
2015,10,Thredbo,48525,0.3,-4.885714285714285,1.5999999999999999,1,-2.2928571428571427
2015,10,Perisher,64346,3.3,-3.2714285714285714,5.6,1,0.014285714285714235
2015,10,Charlotte Pass,3473,3.1,-1.0142857142857142,7.0,1,1.042857142857143
2015,11,Mt. Baw Baw,10927,3.6714285714285713,-0.9428571428571425,29.000000000000004,2,1.3642857142857143
2015,11,Mt. Stirling,1146,2.7428571428571433,-1.9285714285714284,12.4,3,0.4071428571428575
2015,11,Mt. Hotham,35122,1.1714285714285713,-4.1,26.200000000000003,4,-1.4642857142857142
2015,11,Falls Creek,37063,3.2714285714285714,-2.357142857142857,3.8000000000000003,2,0.4571428571428571
2015,11,Mt. Buller,44060,2.7428571428571433,-1.9285714285714284,12.4,3,0.4071428571428575
2015,11,Thredbo,51900,2.0142857142857147,-3.6571428571428575,17.8,2,-0.8214285714285714
2015,11,Perisher,68527,5.528571428571429,-3.142857142857143,27.2,1,1.1928571428571433
2015,11,Charlotte Pass,3719,6.685714285714285,0.1857142857142857,29.800000000000004,1,3.4357142857142855
2015,12,Mt. Baw Baw,9027,0.8571428571428571,-2.0571428571428574,91.4,6,-0.6000000000000001
2015,12,Mt. Stirling,744,1.5571428571428574,-2.6714285714285717,24.400000000000002,1,-0.5571428571428572
2015,12,Mt. Hotham,30754,0.9571428571428573,-3.042857142857143,19.4,6,-1.042857142857143
2015,12,Falls Creek,36903,1.4857142857142858,-2.7857142857142856,42.400000000000006,3,-0.6499999999999999
2015,12,Mt. Buller,38823,1.5571428571428574,-2.6714285714285717,24.400000000000002,1,-0.5571428571428572
2015,12,Thredbo,46015,0.05714285714285716,-3.1714285714285713,28.6,6,-1.557142857142857
2015,12,Perisher,60788,2.614285714285714,-1.4428571428571428,94.0,3,0.5857142857142855
2015,12,Charlotte Pass,3358,4.757142857142857,0.18571428571428586,39.599999999999994,0,2.4714285714285715
2015,13,Mt. Baw Baw,6236,4.414285714285714,-1.942857142857143,1.0,1,1.2357142857142853
2015,13,Mt. Stirling,618,4.3428571428571425,-1.2571428571428573,2.0,0,1.5428571428571427
2015,13,Mt. Hotham,25367,4.666666666666667,-2.8750000000000004,5.000000000000001,0,0.8958333333333333
2015,13,Falls Creek,33126,4.057142857142858,-1.9428571428571428,5.4,1,1.0571428571428574
2015,13,Mt. Buller,38042,4.3428571428571425,-1.2571428571428573,2.0,0,1.5428571428571427
2015,13,Thredbo,39850,1.485714285714286,-4.4,12.2,2,-1.4571428571428573
2015,13,Perisher,52337,5.585714285714286,-4.5857142857142845,29.0,0,0.5000000000000009
2015,13,Charlotte Pass,2909,7.5,-0.31428571428571433,20.0,0,3.592857142857143
2015,14,Mt. Baw Baw,4387,7.028571428571429,0.2857142857142856,32.800000000000004,3,3.6571428571428575
2015,14,Mt. Stirling,429,5.514285714285714,-0.8428571428571429,24.8,1,2.335714285714286
2015,14,Falls Creek,28099,5.942857142857142,-1.1714285714285713,7.8,1,2.3857142857142852
2015,14,Mt. Buller,23919,5.514285714285714,-0.8428571428571429,24.8,1,2.335714285714286
2015,14,Thredbo,33284,4.414285714285714,-2.8285714285714283,1.2,1,0.7928571428571427
2015,14,Perisher,43826,7.057142857142858,-1.7142857142857142,12.4,1,2.6714285714285717
2015,14,Charlotte Pass,2403,9.014285714285714,1.2142857142857142,18.2,0,5.114285714285714
2015,15,Mt. Baw Baw,2247,5.771428571428572,0.457142857142857,24.599999999999998,3,3.1142857142857148
2015,15,Mt. Stirling,249,7.014285714285714,-0.0285714285714286,12.4,0,3.492857142857143
2015,15,Falls Creek,18548,6.6,0.3714285714285713,6.0,0,3.4857142857142853
2015,15,Mt. Buller,21892,7.014285714285714,-0.0285714285714286,12.4,0,3.492857142857143
2015,15,Thredbo,20568,4.857142857142857,-1.8571428571428572,10.8,0,1.4999999999999998
2015,15,Perisher,27009,7.142857142857143,-1.9714285714285715,10.6,0,2.585714285714286
2015,15,Charlotte Pass,1492,10.085714285714285,2.3285714285714283,2.6,0,6.207142857142857
2016,1,Mt. Baw Baw,1154,4.642857142857143,-0.1285714285714285,47.400000000000006,2,2.2571428571428576
2016,1,Mt. Stirling,39,4.442857142857143,-1.1714285714285713,108.39999999999999,2,1.635714285714286
2016,1,Mt. Hotham,4590,3.428571428571428,-1.8285714285714287,89.80000000000001,3,0.7999999999999996
2016,1,Falls Creek,3840,4.328571428571428,-1.2833333333333334,47.0,2,1.5226190476190475
2016,1,Mt. Buller,8368,4.442857142857143,-1.1714285714285713,108.39999999999999,2,1.635714285714286
2016,1,Thredbo,7167,3.2285714285714286,-1.8000000000000003,62.6,3,0.7142857142857142
2016,1,Perisher,9419,5.0,-2.057142857142857,114.0,1,1.4714285714285715
2016,1,Charlotte Pass,531,5.714285714285714,0.5285714285714287,100.8,0,3.1214285714285714
2016,2,Mt. Baw Baw,1298,5.557142857142857,2.0428571428571427,67.8,1,3.8
2016,2,Mt. Stirling,36,4.957142857142856,0.8142857142857144,44.2,1,2.8857142857142852
2016,2,Mt. Hotham,1860,3.5428571428571423,0.31428571428571433,48.8,1,1.9285714285714284
2016,2,Falls Creek,2176,4.485714285714286,0.7428571428571429,45.60000000000001,1,2.6142857142857143
2016,2,Mt. Buller,5298,4.957142857142856,0.8142857142857144,44.2,1,2.8857142857142852
2016,2,Thredbo,4083,3.9285714285714293,0.09999999999999999,57.8,1,2.0142857142857147
2016,2,Perisher,5380,5.500000000000001,0.4142857142857145,84.0,1,2.9571428571428577
2016,2,Charlotte Pass,301,6.942857142857143,2.971428571428571,47.0,0,4.957142857142857
2016,3,Mt. Baw Baw,2306,-0.34285714285714286,-3.185714285714286,33.0,6,-1.7642857142857145
2016,3,Mt. Stirling,186,-1.0571428571428572,-4.2,90.6,7,-2.6285714285714286
2016,3,Mt. Hotham,8368,-2.157142857142857,-5.3999999999999995,1.0,1,-3.7785714285714285
2016,3,Falls Creek,10297,-0.9428571428571428,-4.514285714285714,45.6,5,-2.7285714285714286
2016,3,Mt. Buller,17606,-1.0571428571428572,-4.2,90.6,7,-2.6285714285714286
2016,3,Thredbo,15501,-2.8285714285714287,-5.642857142857143,1.2,2,-4.235714285714286
2016,3,Perisher,20567,0.7571428571428571,-4.814285714285715,104.79999999999998,4,-2.028571428571429
2016,3,Charlotte Pass,1096,1.0714285714285714,-2.6142857142857143,72.8,2,-0.7714285714285715
2016,4,Mt. Baw Baw,8796,1.4000000000000001,-1.2571428571428573,17.0,3,0.0714285714285714
2016,4,Mt. Stirling,480,-0.2571428571428571,-2.1,53.4,6,-1.1785714285714286
2016,4,Mt. Hotham,17433,-0.9285714285714286,-3.3857142857142857,0.2,1,-2.157142857142857
2016,4,Falls Creek,23077,0.042857142857142864,-2.971428571428571,10.4,2,-1.4642857142857142
2016,4,Mt. Buller,37586,-0.2571428571428571,-2.1,53.4,6,-1.1785714285714286
2016,4,Thredbo,36917,1.3857142857142857,-4.2,0.6000000000000001,2,-1.4071428571428573
2016,4,Perisher,49193,4.085714285714285,-3.3000000000000003,14.8,1,0.39285714285714257
2016,4,Charlotte Pass,2705,2.7285714285714286,-1.6142857142857143,9.4,3,0.5571428571428572
2016,5,Mt. Baw Baw,7976,2.5571428571428574,0.3428571428571428,112.60000000000001,1,1.4500000000000002
2016,5,Mt. Stirling,711,1.385714285714286,-0.27142857142857146,43.400000000000006,3,0.5571428571428572
2016,5,Mt. Hotham,21302,0.6,-1.3285714285714287,4.4,5,-0.3642857142857144
2016,5,Falls Creek,33309,1.742857142857143,-0.6285714285714287,66.0,3,0.5571428571428572
2016,5,Mt. Buller,56664,1.385714285714286,-0.27142857142857146,43.400000000000006,3,0.5571428571428572
2016,5,Thredbo,48170,0.6714285714285714,-2.028571428571429,47.2,7,-0.6785714285714288
2016,5,Perisher,64386,2.8428571428571425,-0.5428571428571428,107.6,1,1.15
2016,5,Charlotte Pass,3570,4.228571428571429,0.8285714285714285,37.2,1,2.5285714285714285
2016,6,Mt. Baw Baw,6614,3.7285714285714286,-1.7285714285714284,19.400000000000002,3,1.0
2016,6,Mt. Stirling,840,3.814285714285714,-2.5857142857142854,30.799999999999997,2,0.6142857142857143
2016,6,Mt. Hotham,25173,1.042857142857143,-4.014285714285714,30.0,0,-1.4857142857142858
2016,6,Falls Creek,38818,3.4857142857142853,-2.5428571428571436,12.600000000000001,1,0.47142857142857086
2016,6,Mt. Buller,44445,3.814285714285714,-2.5857142857142854,30.799999999999997,2,0.6142857142857143
